Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
455,2020-03-29,7:30 PM,Haryana,-,-,17,0,33
456,2020-03-29,7:30 PM,Himachal Pradesh,-,-,0,1,3
457,2020-03-29,7:30 PM,Jammu and Kashmir,-,-,1,2,31
458,2020-03-29,7:30 PM,Karnataka,-,-,5,3,76
459,2020-03-29,7:30 PM,Kerala,-,-,15,1,182
460,2020-03-29,7:30 PM,Ladakh,-,-,3,0,13
461,2020-03-29,7:30 PM,Madhya Pradesh,-,-,0,2,30
462,2020-03-29,7:30 PM,Maharashtra,-,-,25,6,186
463,2020-03-29,7:30 PM,Manipur,-,-,0,0,1
464,2020-03-29,7:30 PM,Mizoram,-,-,0,0,1
465,2020-03-29,7:30 PM,Odisha,-,-,0,0,3
466,2020-03-29,7:30 PM,Puducherry,-,-,0,0,1
467,2020-03-29,7:30 PM,Punjab,-,-,1,1,38
468,2020-03-29,7:30 PM,Rajasthan,-,-,3,0,55
469,2020-03-29,7:30 PM,Tamil Nadu,-,-,4,1,49
470,2020-03-29,7:30 PM,Telengana,-,-,1,1,66
471,2020-03-29,7:30 PM,Uttarakhand,-,-,2,0,7
472,2020-03-29,7:30 PM,Uttar Pradesh,-,-,11,0,65
473,2020-03-29,7:30 PM,West Bengal,-,-,0,1,18
474,2020-03-30,9:30 PM,Andhra Pradesh,-,-,1,0,23
475,2020-03-30,9:30 PM,Andaman and Nicobar Islands,-,-,0,0,9
476,2020-03-30,9:30 PM,Bihar,-,-,0,1,15
477,2020-03-30,9:30 PM,Chandigarh,-,-,0,0,8
478,2020-03-30,9:30 PM,Chhattisgarh,-,-,0,0,7
479,2020-03-30,9:30 PM,Delhi,-,-,6,2,87
480,2020-03-30,9:30 PM,Goa,-,-,0,0,5
481,2020-03-30,9:30 PM,Gujarat,-,-,1,6,69
482,2020-03-30,9:30 PM,Haryana,-,-,18,0,36
483,2020-03-30,9:30 PM,Himachal Pradesh,-,-,0,1,3
484,2020-03-30,9:30 PM,Jammu and Kashmir,-,-,2,2,48
485,2020-03-30,9:30 PM,Karnataka,-,-,5,3,83
486,2020-03-30,9:30 PM,Kerala,-,-,19,1,202
487,2020-03-30,9:30 PM,Ladakh,-,-,3,0,13
488,2020-03-30,9:30 PM,Madhya Pradesh,-,-,0,3,47
489,2020-03-30,9:30 PM,Maharashtra,-,-,25,8,198
490,2020-03-30,9:30 PM,Manipur,-,-,0,0,1
491,2020-03-30,9:30 PM,Mizoram,-,-,0,0,1
492,2020-03-30,9:30 PM,Odisha,-,-,0,0,3
493,2020-03-30,9:30 PM,Puducherry,-,-,0,0,1
494,2020-03-30,9:30 PM,Punjab,-,-,1,1,38
495,2020-03-30,9:30 PM,Rajasthan,-,-,3,0,59
496,2020-03-30,9:30 PM,Tamil Nadu,-,-,4,1,67
497,2020-03-30,9:30 PM,Telengana,-,-,1,1,71
498,2020-03-30,9:30 PM,Uttarakhand,-,-,2,0,7
499,2020-03-30,9:30 PM,Uttar Pradesh,-,-,11,0,82
500,2020-03-30,9:30 PM,West Bengal,-,-,0,1,22
501,2020-03-30,9:30 PM,Unassigned,-,-,0,0,46
502,2020-03-31,8:30 PM,Andhra Pradesh,-,-,1,0,40
503,2020-03-31,8:30 PM,Andaman and Nicobar Islands,-,-,0,0,10
504,2020-03-31,8:30 PM,Bihar,-,-,0,1,15
505,2020-03-31,8:30 PM,Chandigarh,-,-,0,0,13
506,2020-03-31,8:30 PM,Chhattisgarh,-,-,0,0,8
507,2020-03-31,8:30 PM,Delhi,-,-,6,2,97
508,2020-03-31,8:30 PM,Goa,-,-,0,0,5
509,2020-03-31,8:30 PM,Gujarat,-,-,3,6,73
510,2020-03-31,8:30 PM,Haryana,-,-,21,0,40
511,2020-03-31,8:30 PM,Himachal Pradesh,-,-,0,1,3
512,2020-03-31,8:30 PM,Jammu and Kashmir,-,-,2,2,54
513,2020-03-31,8:30 PM,Karnataka,-,-,5,3,83
514,2020-03-31,8:30 PM,Kerala,-,-,19,1,234
515,2020-03-31,8:30 PM,Ladakh,-,-,3,0,13
516,2020-03-31,8:30 PM,Madhya Pradesh,-,-,0,3,47
517,2020-03-31,8:30 PM,Maharashtra,-,-,39,9,216
518,2020-03-31,8:30 PM,Manipur,-,-,0,0,1
519,2020-03-31,8:30 PM,Mizoram,-,-,0,0,1
520,2020-03-31,8:30 PM,Odisha,-,-,0,0,3
521,2020-03-31,8:30 PM,Puducherry,-,-,0,0,1
522,2020-03-31,8:30 PM,Punjab,-,-,1,3,41
523,2020-03-31,8:30 PM,Rajasthan,-,-,3,0,74
524,2020-03-31,8:30 PM,Tamil Nadu,-,-,4,1,74
525,2020-03-31,8:30 PM,Telengana,-,-,1,1,79
526,2020-03-31,8:30 PM,Uttarakhand,-,-,2,0,7
527,2020-03-31,8:30 PM,Uttar Pradesh,-,-,14,0,101
528,2020-03-31,8:30 PM,West Bengal,-,-,0,2,26
529,2020-03-31,8:30 PM,Unassigned,-,-,0,0,38
530,2020-04-01,7:30 PM,Andhra Pradesh,-,-,1,0,83
531,2020-04-01,7:30 PM,Andaman and Nicobar Islands,-,-,0,0,10
532,2020-04-01,7:30 PM,Assam,-,-,0,0,1
533,2020-04-01,7:30 PM,Bihar,-,-,0,1,23
534,2020-04-01,7:30 PM,Chandigarh,-,-,0,0,16
535,2020-04-01,7:30 PM,Chhattisgarh,-,-,2,0,9
536,2020-04-01,7:30 PM,Delhi,-,-,6,2,152
537,2020-04-01,7:30 PM,Goa,-,-,0,0,5
538,2020-04-01,7:30 PM,Gujarat,-,-,5,6,82
539,2020-04-01,7:30 PM,Haryana,-,-,21,0,43
540,2020-04-01,7:30 PM,Himachal Pradesh,-,-,0,1,3
541,2020-04-01,7:30 PM,Jammu and Kashmir,-,-,2,2,62
542,2020-04-01,7:30 PM,Jharkhand,-,-,0,0,1
543,2020-04-01,7:30 PM,Karnataka,-,-,8,3,101
544,2020-04-01,7:30 PM,Kerala,-,-,23,2,241
545,2020-04-01,7:30 PM,Ladakh,-,-,3,0,13
546,2020-04-01,7:30 PM,Madhya Pradesh,-,-,0,3,66
547,2020-04-01,7:30 PM,Maharashtra,-,-,39,9,302
548,2020-04-01,7:30 PM,Manipur,-,-,0,0,1
549,2020-04-01,7:30 PM,Mizoram,-,-,0,0,1
550,2020-04-01,7:30 PM,Odisha,-,-,0,0,4
551,2020-04-01,7:30 PM,Puducherry,-,-,1,0,3
552,2020-04-01,7:30 PM,Punjab,-,-,1,3,42
553,2020-04-01,7:30 PM,Rajasthan,-,-,3,0,93
554,2020-04-01,7:30 PM,Tamil Nadu,-,-,6,1,234
555,2020-04-01,7:30 PM,Telengana,-,-,1,3,96
556,2020-04-01,7:30 PM,Uttarakhand,-,-,2,0,7
557,2020-04-01,7:30 PM,Uttar Pradesh,-,-,14,2,103
558,2020-04-01,7:30 PM,West Bengal,-,-,6,3,37
559,2020-04-02,6:00 PM,Andhra Pradesh,-,-,1,1,86
560,2020-04-02,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10
561,2020-04-02,6:00 PM,Assam,-,-,0,0,5
562,2020-04-02,6:00 PM,Bihar,-,-,0,1,24
563,2020-04-02,6:00 PM,Chandigarh,-,-,0,0,16
564,2020-04-02,6:00 PM,Chhattisgarh,-,-,2,0,9
565,2020-04-02,6:00 PM,Delhi,-,-,8,4,219
566,2020-04-02,6:00 PM,Goa,-,-,0,0,5
567,2020-04-02,6:00 PM,Gujarat,-,-,8,7,87
568,2020-04-02,6:00 PM,Haryana,-,-,21,0,43
569,2020-04-02,6:00 PM,Himachal Pradesh,-,-,1,1,3
570,2020-04-02,6:00 PM,Jammu and Kashmir,-,-,2,2,62
571,2020-04-02,6:00 PM,Jharkhand,-,-,0,0,1
572,2020-04-02,6:00 PM,Karnataka,-,-,9,3,110
573,2020-04-02,6:00 PM,Kerala,-,-,25,2,265
574,2020-04-02,6:00 PM,Ladakh,-,-,3,0,13
575,2020-04-02,6:00 PM,Madhya Pradesh,-,-,0,6,99
576,2020-04-02,6:00 PM,Maharashtra,-,-,42,13,335
577,2020-04-02,6:00 PM,Manipur,-,-,0,0,1
578,2020-04-02,6:00 PM,Mizoram,-,-,0,0,1
579,2020-04-02,6:00 PM,Odisha,-,-,0,0,4
580,2020-04-02,6:00 PM,Puducherry,-,-,1,0,3
581,2020-04-02,6:00 PM,Punjab,-,-,1,4,46
582,2020-04-02,6:00 PM,Rajasthan,-,-,3,0,108
583,2020-04-02,6:00 PM,Tamil Nadu,-,-,6,1,234
584,2020-04-02,6:00 PM,Telengana,-,-,1,3,107
585,2020-04-02,6:00 PM,Uttarakhand,-,-,2,0,7
586,2020-04-02,6:00 PM,Uttar Pradesh,-,-,14,2,113
587,2020-04-02,6:00 PM,West Bengal,-,-,6,3,53
588,2020-04-03,6:00 PM,Andhra Pradesh,-,-,1,1,132
589,2020-04-03,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10
590,2020-04-03,6:00 PM,Arunachal Pradesh,-,-,0,0,1
591,2020-04-03,6:00 PM,Assam,-,-,0,0,16
592,2020-04-03,6:00 PM,Bihar,-,-,0,1,29
593,2020-04-03,6:00 PM,Chandigarh,-,-,0,0,18
594,2020-04-03,6:00 PM,Chhattisgarh,-,-,3,0,9
595,2020-04-03,6:00 PM,Delhi,-,-,8,4,219
596,2020-04-03,6:00 PM,Goa,-,-,0,0,6
597,2020-04-03,6:00 PM,Gujarat,-,-,10,8,95
598,2020-04-03,6:00 PM,Haryana,-,-,24,0,49
599,2020-04-03,6:00 PM,Himachal Pradesh,-,-,1,1,6
600,2020-04-03,6:00 PM,Jammu and Kashmir,-,-,3,2,75
