count,date,dose_one,dose_two,time_slot
12554.0,2021-05-25,11546.0,11546.0,21:00-22:00
18092.0,2021-05-25,16997.0,16997.0,20:00-21:00
23364.0,2021-05-25,21463.0,21463.0,19:00-20:00
38396.0,2021-05-25,35409.0,35409.0,18:00-19:00
78598.0,2021-05-25,72447.0,72447.0,17:00-18:00
159941.0,2021-05-25,148559.0,148559.0,16:00-17:00
217793.0,2021-05-25,197603.0,197603.0,15:00-16:00
231717.0,2021-05-25,209277.0,209277.0,14:00-15:00
276959.0,2021-05-25,249130.0,249130.0,13:00-14:00
349569.0,2021-05-25,312802.0,312802.0,12:00-13:00
335913.0,2021-05-25,300357.0,300357.0,11:00-12:00
223939.0,2021-05-25,200715.0,200715.0,10:00-11:00
760.0,2021-05-25,505.0,505.0,07:00-08:00
70806.0,2021-05-25,64920.0,64920.0,09:00-10:00
773.0,2021-05-24,581.0,581.0,07:00-08:00
8597.0,2021-05-24,7895.0,7895.0,08:00-09:00
18547.0,2021-05-24,17504.0,17504.0,20:00-21:00
21551.0,2021-05-24,20428.0,20428.0,19:00-20:00
41223.0,2021-05-24,38356.0,38356.0,18:00-19:00
92900.0,2021-05-24,85998.0,85998.0,17:00-18:00
177866.0,2021-05-24,165144.0,165144.0,16:00-17:00
248284.0,2021-05-24,229678.0,229678.0,15:00-16:00
268513.0,2021-05-24,249838.0,249838.0,14:00-15:00
317427.0,2021-05-24,294052.0,294052.0,13:00-14:00
399993.0,2021-05-24,371637.0,371637.0,12:00-13:00
393769.0,2021-05-24,364290.0,364290.0,11:00-12:00
277871.0,2021-05-24,256241.0,256241.0,10:00-11:00
86122.0,2021-05-24,79789.0,79789.0,09:00-10:00
9261.0,2021-05-24,8250.0,8250.0,22:00-23:00
12613.0,2021-05-24,11266.0,11266.0,21:00-22:00
115426.0,2021-05-23,108864.0,108864.0,10:00-11:00
3522.0,2021-05-23,3143.0,3143.0,22:00-23:00
4754.0,2021-05-23,4349.0,4349.0,21:00-22:00
